x1,x2,y
539,682,4322.9
586,234,2403.6
503,695,4430.2
560,556,3569
497,908,5605.1
444,900,5200.6
567,297,2599.4
580,96,2268.6
509,364,3358.1
470,415,3762.5
447,170,2327.7
570,783,4999.3
571,366,3595.5
474,81,1898.1
591,89,2031
560,265,2918.3
547,332,3172.1
636,460,3367
551,288,3213.9
604,248,2435
547,610,4381.7
526,658,4343.2
601,162,2695.3
566,569,4017.9
525,253,2906.2
590,844,5027.4
507,529,3797.2
648,481,3952.9
495,788,5048.7
496,289,3169.3
641,672,4534.7
620,433,3403.7
485,99,2063.4
660,1044,5544.4
639,621,4195.4
582,713,4602.9
583,575,4130.8
592,105,2157.3
575,923,5185.4
516,167,2419.5
489,388,3309.5
634,564,4256
619,867,5358.6
496,518,3563.8
553,-20,2100.9
514,215,2539.9
549,917,5461
554,335,3485.5
499,104,2145.5
590,842,4741.2
519,388,3203.9
620,745,4494.5
651,282,3341.3
562,476,3515.2
495,656,4452.1
582,143,2127.9
539,777,4688.2
600,935,5643.5
495,196,2376.5
616,769,5107.9
549,770,4659.5
582,893,5024.1
643,795,4490
584,526,3900.2
509,514,3580.7
534,22,2319.2
623,247,2820
660,913,5015.3
505,240,2680.7
642,681,4510.1
673,667,4718.8
522,110,2238.2
613,465,3534.2
606,197,2390.3
593,883,5684.8
702,83,2107.3
633,668,4633.3
554,919,5380.3
559,138,2893.9
562,455,3564.3
673,331,3297.4
678,226,2730.6
663,438,3906.5
674,336,3307.6
591,579,4224.8
628,18,2223.8
699,733,4620
580,345,3336.1
587,164,2745.7
608,138,2761
545,594,4441.3
554,918,5547.6
671,479,3977.8
646,884,5275.2
569,798,4735.1
586,234,2951.2
651,167,2848.8
594,688,4756
529,670,4649.5
668,57,2388.7
687,696,4719.1
726,100,2692.8
631,836,5269.3
672,-60,2209.8
693,215,2672
696,421,3472.9
663,407,3880.6
550,97,2657.5
603,271,2940.8
582,752,4543.8
675,849,5343.6
726,759,5152.3
645,512,4204.3
640,396,3841.2
681,62,2429.3
656,97,2251.3
645,344,3429.9
720,595,4055.5
697,370,3892.7
686,410,3473
729,838,5002.3
628,346,3113.4
555,217,3242.8
728,521,3926.7
565,750,4622.9
588,123,2388.5
601,335,2970
592,109,2884.1
737,59,2177.8
664,392,3540.4
583,362,3221.1
730,597,4182.1
567,614,4686.9
616,499,4112.7
735,764,5222.3
640,31,2576.5
741,711,5074.2
612,298,3522.8
631,974,5608.7
754,588,4476.6
661,898,5533.1
652,694,4817.2
605,180,2719.1
750,156,3099.2
709,428,3719.5
582,442,3691.4
769,323,3640.8
680,729,4724.7
615,469,4187.2
768,73,2400.7
643,161,3021.6
732,586,4333.8
695,801,4929
592,244,2898.8
749,871,5465
640,960,5841.6
779,880,5370.1
734,394,4056.8
739,114,2507.5
758,131,2880.1
727,912,5357.3
690,292,3308.2
727,642,4439.7
726,217,3420.9
649,829,5277.4
610,242,3287.8
787,281,2998
672,753,4821.1
737,874,5570.1
684,805,5489.1
691,871,5645.6
784,582,4778.2
729,107,2750.2
630,503,3847.5
683,810,5251.9
672,523,4472.3
619,601,4279.4
782,1022,5717.4
741,441,4073.4
680,832,5044
771,-33,2522.6
706,671,4767.9
783,393,3652.8
664,230,3429.4
765,450,3956.3
804,919,5581.9
773,75,2832.6
800,974,5809.6
641,467,3720
686,671,4835.1
685,311,3667.6
770,110,2606
791,62,2729.3
686,133,2960.7
791,992,5834.3
762,278,3244.6
717,232,3443.9
638,727,5041.1
663,244,3575.5
686,235,2765.9
675,365,3948
732,685,4990.3
739,740,5448.7
736,711,4848.9
721,257,3601.2
638,1035,5835.7
727,756,4769.3
808,921,5568.9
831,136,2979.9
692,531,4348.3
829,335,3877
680,338,3732
791,589,4573.4
802,198,3013.6
651,822,5623.5
736,737,4645.1
819,194,3253.3
682,575,4266.5
711,686,5229.7
708,835,5290.5
757,886,5692.7
754,909,5760.5
767,497,4438.4
792,69,2860.9
715,750,4763.1
806,-50,2424.4
723,521,4493.2
750,41,2572.5
717,714,5065.9
844,-15,2784.1
807,34,2609.9
754,765,5162.5
773,1031,5986.8
766,1079,6141.5
717,710,4859.1
766,878,5799.6
827,514,4593.9
806,585,4596.5
763,171,3230.4
862,787,5320.9
815,722,5016.7
780,103,2820.9
773,972,5914.7
858,288,3526.8
791,775,5666
688,534,4642.4
705,847,5338.8
808,774,5491.8
757,64,2894.5
682,161,2869.9
781,848,5153.3
758,735,5144.5
875,189,3447.2
772,178,3069.6
845,200,3008.9
786,844,5575.6
709,205,3156.6
764,65,2460.5
831,851,5466.2
738,674,5328.8
843,774,5307.7
814,473,4202.5
831,170,3366.3
720,238,3057.8
873,41,2668.4
862,212,3200.4
785,-23,2742.4
830,600,4894.8
871,409,3707
760,862,6000
843,530,4129.3
744,675,5069.9
807,579,4585
746,177,3011.3
861,357,4051.2
720,330,3879.6
751,721,5185.4
844,391,3942.9
871,116,2996.9
774,343,3782.9
711,622,4752.1
782,322,4006.2
899,449,3822.8
774,319,3651.1
755,103,2956.4
894,693,4980.1
845,150,3065.7
726,703,5470.3
759,291,3572.8
898,477,4491.7
767,827,5724.4
726,290,3617.6
899,637,4993.4
734,334,4069.4
753,404,3802.3
812,544,4823.4
879,957,5918.8
732,432,4403
829,476,4045.5
910,207,3771.9
791,483,4748.2
840,834,5526
759,145,3196.2
732,561,4426.7
821,243,3339.2
858,918,6341
853,796,5465.7
770,761,5432.7
753,695,4894.2
876,374,4279.8
825,-6,2722.7
748,692,5028.8
803,756,5573.9
814,308,3807.2
839,818,5743.1
924,428,4366.2
905,565,4949.2
772,-49,2777.7
805,575,4502.8
864,141,2919.9
757,224,3123.9
794,95,3421.1
823,851,5926.2
798,787,5470.3
875,690,5147.3
840,913,6032.9
911,201,3390
786,187,3297.3
839,312,3948.9
800,232,3420.2
955,-37,2764.2
920,608,5099.8
785,762,5634.3
820,20,3018.6
955,696,4999.1
956,518,4448.8
959,740,5671.1
884,156,3363.4
807,148,3138.5
846,475,4812.1
963,44,2713.3
826,421,4324.9
853,392,4233.7
794,-8,2772.6
829,427,4084.2
928,669,4958.7
947,471,4533.8
870,274,3778.6
917,783,5689.4
958,518,4597
869,317,4168
866,861,5906.9
851,829,5687
918,447,4627.1
889,285,3613
914,281,3642.1
903,785,5513.4
958,529,4648.1
849,54,3183.9
914,46,2825.6
811,85,2937.2
862,635,4946.7
875,131,3048.2
860,895,6185.3
827,560,4650.3
990,322,4124.2
885,584,4710.5
870,627,5011.3
953,197,3353.8
804,654,5304.2
977,345,3573.4
988,828,6100.8
971,693,5151
996,148,3656.2
969,289,3562.6
868,145,3149.7
981,218,3602.9
950,962,6513.4
875,452,4174.9
906,536,4721
947,415,4146.4
854,239,3414.9
833,487,4435.8
864,846,5814.8
927,1035,6374.4
852,624,5102
1003,465,4367.4
984,909,6246.5
913,558,4782.3
998,234,3389.4
1013,472,4473.3
946,986,6393.2
1003,421,4262.2
1016,656,4929.8
975,61,3420
904,853,5850.1
869,165,3433.8
968,745,5579.5
931,101,3058.8
974,136,3049.6
1001,697,5533.4
1008,285,4309.5
847,154,3222.1
908,91,2815.7
899,818,5802.3
924,103,2801.5
869,584,4804.5
842,1001,6418.7
931,367,4241.2
914,649,5577.9
891,470,4699.5
900,149,3048.5
1035,535,4809.4
958,389,3932.5
875,298,4182.7
976,971,6291.7
871,646,5334.7
938,423,4373.5
1035,737,5996
950,566,4902.2
907,231,3608.2
974,718,5275
955,98,2901.9
872,501,4592.7
863,755,5447.4
952,574,5073.8
1041,330,3922.7
930,675,5368.5
919,103,3346.8
1024,796,5707.2
879,994,6270.7
1052,208,3445.4
929,812,6074.3
894,306,4110.2
973,616,5446.5
1002,297,4390.1
955,245,3750.2
962,77,2954.3
877,405,4207.8
1000,963,6175.1
991,130,3271.9
972,512,4671.6
917,501,4435.4
974,521,5112.1
1045,131,3441.8
1008,777,5940.9
911,434,4275.3
998,854,6194.2
977,623,5074
1066,789,5936.1
1063,444,4516.1
938,654,5786.8
973,711,5805.8
1014,721,5948.5
1051,569,4886.4
988,20,3364.6
961,954,6321.3
922,823,5875.5
953,839,6250.2
926,559,4643.1
1031,692,5695.1
970,986,6395.6
971,723,5336
912,536,4996.2
933,963,6457.8
946,166,3701.4
997,878,6113.5
1010,231,4269.1
979,335,4440.2
902,673,5168.1
1087,659,5547
958,879,5888.5
