feat1;feat2;label
2.312833673882503;6.571421221791859;1
1.5552427851872384;6.592094857517281;1
8.155453782799002;2.737678108474776;3
7.550792664325821;2.245959585753253;3
1.5580712818994336;7.076862552972764;1
1.9820869804450243;2.782321827907003;0
2.7013971554680496;6.29907446860386;1
7.496991309250149;1.392905693606134;3
5.03490104249501;4.30734320156912;2
2.033764102343962;1.2876259068932716;0
8.843570817536282;7.440819878474725;4
7.143432735454561;2.6769361870827066;3
2.5154997612479755;2.4656400595580994;0
7.89115939838639;2.549388425993595;3
1.765262807032524;2.2712800217929825;0
4.399851796472112;4.332749382079526;2
2.406262911197099;2.6781200142854114;0
5.140495933867516;4.188650240089703;2
7.990743432003805;1.855670680539931;3
5.0995298477867355;4.1998915614206025;2
2.293428546900135;8.095227812904989;1
5.720636644533058;3.7820689244102805;2
5.633455574593311;4.14616526719061;2
7.5071369768322285;7.252023257758922;4
8.355807439044444;6.437678954081066;4
2.113729967302065;7.653571377141214;1
7.620433669223151;2.075196893238104;3
2.049825682543821;6.7482621729419;1
1.7351198981164806;2.256633716556678;0
7.993876613576543;1.5513728142570842;3
1.890164056081244;2.178556285755873;0
4.762527344419522;4.173335383713144;2
8.638832447894213;1.704214305582085;3
1.7696806145201063;2.5285611131094576;0
7.875517925760463;7.4857854754771775;4
8.112046240905208;2.0062962003908975;3
2.579297789503702;6.5896588408241445;1
2.045880388267751;1.0062155426995536;0
8.589648592031914;7.033759240705055;4
1.8039459234339212;1.2682425259339407;0
1.5766031409657975;6.242576387657068;1
7.580139078909612;1.700303677277989;3
7.590889658383264;3.0461936378427303;3
2.457701058851037;2.1643755548298422;0
4.895938874821362;4.253499532670584;2
8.345071995855557;1.799389764057082;3
2.7896064077536957;2.3837173645764542;0
5.285445255346583;5.067782820090299;2
2.943092950605265;7.087288906415919;1
5.816205651965817;3.7849293110196838;2
7.73487119081378;6.603563583868828;4
8.170877987888579;2.938085419607943;3
7.9438359751545855;6.889515200233388;4
2.0025567283212307;1.8827064333124264;0
8.579055436750034;2.395831346981468;3
1.5126591648863392;7.393542301871226;1
2.180818012523817;1.6774401226974378;0
7.232942914632189;7.638838410949255;4
1.1375410837434836;1.7188562353795136;0
8.122483285554361;1.7465284123144351;3
6.157329283336754;3.5663674037041257;2
1.464553750969444;7.241236207621593;1
2.411030079997245;7.948396491326974;1
8.183299123048425;6.530060106836323;4
7.946484820022721;6.4823788387903125;4
1.867671583381022;8.36008458329481;1
1.4935844398327882;2.157123666297637;0
1.4245032112888487;2.1878490091728358;0
2.5714114072575103;7.375966516343387;1
7.4083707436671125;5.98038391111995;4
3.379366329965464;3.987806179332855;2
2.4112724560515946;1.3895781750144889;0
8.037902279096864;1.661419144243944;3
2.129941397124212;7.390911435888655;1
8.192032724469653;6.983652625952954;4
4.779977756651508;4.565370288643046;2
8.060147815855949;7.257219417029375;4
8.982362566458194;7.017631775985865;4
1.5047318374346559;6.716851135198614;1
2.128775195361382;6.962777042116916;1
4.842365377679827;4.879484610246633;2
1.2923146289747929;6.78967733861732;1
9.53944040422762;7.559787455717288;4
7.640777889373782;1.8932764241440765;3
8.775575987761261;7.057837317146429;4
9.094901466608835;1.5958508573224242;3
8.038684153823809;6.569357899335868;4
8.166157005989795;6.625756731721723;4
6.966278949980062;6.9554399802436055;4
8.206465727137813;1.7181377235980126;3
1.9826441151473784;6.415660981190234;1
2.148060138532288;2.1305276360899446;0
2.0065009459389533;7.726767038578658;1
1.9421758588058797;1.8494481522053556;0
1.9038195176094388;7.150773671166807;1
7.4661897853087025;6.928810257489353;4
8.04849798249636;2.2975785127184567;3
7.6218246273578485;6.288873145201163;4
9.076591228755778;1.6163262185559752;3
6.938052137845096;1.7371224891596195;3
5.2219097140731146;4.887317026714668;2
0.6901274479551278;2.410951252187612;0
8.652739403577165;2.0105019208163797;3
7.862474151424178;5.849039417632207;4
2.3238442690503462;2.761514928204013;0
1.9193571441669954;7.20202542840727;1
5.40643105941948;4.814814420961806;2
4.536534764210958;4.4702373219691;2
8.37364680256163;2.3051851327167325;3
5.25751763360433;4.756892975456104;2
2.029104359223;6.428514851084689;1
5.0227859199519065;4.174199826197092;2
2.1383453996650097;7.413591624518012;1
7.774967264260378;7.31142496617375;4
2.2609707828084487;7.148492336616593;1
8.529212243424794;6.120630256788443;4
9.030373962440994;7.877670421221602;4
5.252493639490228;4.932877597085061;2
7.562190873307621;6.308600134517832;4
2.3692332899977053;2.085684140594985;0
8.43616031836034;2.091671002869176;3
1.1962583827193862;7.092316929266152;1
5.477000881746601;4.825695625652899;2
1.6996806550405976;1.8541531251033616;0
1.8882686073370745;7.357000247046046;1
8.161359280169044;1.5863845282238385;3
4.311165316021454;4.031087480042439;2
